local-authority-code,council,start_year,end_year,data_type,emission_savings,project_name,lifetime,cost,funding_source,emission_source,annual_cost,annual_savings,measurement,savings_start,comments
ANS,Angus Council,2017,2018,project,28.7,Saltire Leisure Centre,20,,SALIX,Grid Electricity ,,"£10,907",Estimated,2018/19,Installation of 94.62 kW solar PV array
ANS,Angus Council,2017,2018,project,25.9,Kinloch House,20,,SALIX,Grid Electricity ,,"£8,475",Estimated,2018/19,"Corridor lighting in supported housing to be upgraded to LED, rationalised and have 'corridor function' controls."
ANS,Angus Council,2017,2018,project,21.9,Montrose Academy,20,,SALIX,Grid Electricity ,,£7176,Estimated,2018/19,Upgrade to LED lighting with controls - phase 1
ANS,Angus Council,2017,2018,project,9.7,Arbroath High School,20,,SALIX,Grid Electricity ,,"£3,157",Estimated,2018/19,Upgrade ground floor corridors to LED lighting with controls
ANS,Angus Council,2017,2018,project,6.6,Birkhill Primary School,20,,SALIX,Grid Electricity ,,"£2,145",Estimated,2018/19,Upgrade to LED lighting with controls - phase 1
ANS,Angus Council,2017,2018,project,5.6,Arbroath Community Centre,20,,CEM,Grid Electricity ,,"£1,667",Estimated,2018/19,"Upgrade electric heating, connect to TREND and consolidate electricity meters to one"
ANS,Angus Council,2017,2018,project,4.5,Murroes Primary School,20,,CEM,Grid Electricity ,,"£1,484",Estimated,2018/19,LED lighting & controls
ANS,Angus Council,2017,2018,project,4.5,Seaton Grove,20,,CEM,Grid Electricity ,,"£1,894",Estimated,2018/19,"One third contribution (£3,500) to upgrade remaining 38 bedrooms/bathrooms each with 3 nos LED fittings + removal of wall lights. One third from Planned Maintenance budget and final third from Social Work Department  "
ANS,Angus Council,2017,2018,project,3.9,Friockheim Primary School,20,,SALIX,Grid Electricity ,,£1282,Estimated,2018/19,Upgrade to LED lighting with controls
ANS,Angus Council,2018,2019,project,60.1,Montrose Sports Centre,20,178520,Salix,Grid Electricity ,,21691,Estimated,2018/19,Install 198.75kW Solar PV array
ANS,Angus Council,2018,2019,project,15.7,Digital Reprographics Unit and IT Data Centre,20,48755,Salix,Grid Electricity ,,6722,Estimated,2018/19,"Install 49.4kW Solar PV array    
"
ANS,Angus Council,2018,2019,project,6474,Domestic waste shifted from landfill disposal to energy from waste,20,,,Refuse Municipal to Landfill,,,Estimated,2018/19,
ANS,Angus Council,2018,2019,project,495,Commercial waste shifted from landfill disposal to energy from waste,20,,,Refuse Commercial &amp; Industrial to Landfill,,,Estimated,2018/19,The tonnage of recyclate collected increased by 21% over the period. Ordinarily this would bring significant CO2 savings but changes to calculation methodology hide this .
ANS,Angus Council,2018,2019,project,468,Improvements to street lighting,20,,Salix,Grid Electricity ,,,Estimated,2018/19,Street lighting team continue to hit their target of annual 10% reduction in energy use. Awaiting further details.
ANS,Angus Council,2018,2019,project,15.6,Bruce House,20,49327,Salix,,,4966,Estimated,2018/19,Install 46.64kW Solar PV array
ANS,Angus Council,2018,2019,project,4.7,Lochands Resource Centre,20,11525,Salix,,,918,Estimated,2018/19,Upgrade to LED lighting with controls
ANS,Angus Council,2018,2019,project,3.8,Seaton Grove,20,11762,Salix,,,1684,Estimated,2018/19,Upgrade lounges and offices to LED lighting with controls
ANS,Angus Council,2018,2019,project,2.7,Gowanlee First Floor,20,15495,Salix,,,1084,Estimated,2018/19,"Upgrade to LED lighting with controls    
"
ANS,Angus Council,2019,2020,project,11,"Carnoustie Leisure Centre - upgrade lighting in centre, beach hall and sports hall to LED with controls.",20,20500,SALIX,Electricity,,5999,estimated,2019/20,Project completed by energy team
ANS,Angus Council,2019,2020,project,6.8,Monikie Country Park - upgrade lighting to LED with controls.,20,6036,SALIX,Electricity,,3189,estimated,2019/20,Project completed by energy team
ANS,Angus Council,2019,2020,project,1.9,Websters High School - upgrade remaining areas of school with LED lighting with controls.,20,7954,Centralised Energy Management,Electricity,,922,estimated,2019/20,Project completed by energy team
ANS,Angus Council,2019,2020,project,6.5,Rosehill Resource Centre - upgrade lighting to LED with controls,20,24625,Centralised Energy Management,Electricity,,3538,estimated,2019/20,Project completed by energy team
ANS,Angus Council,2020,2021,project,35,LED lighting upgrades (internal lighting),20,115000,Capital Budget,Grid Electricity (generation),unknown,20920,Estimated,2020/21,Source: Energy Team
ANS,Angus Council,2020,2021,project,3,LED lighting upgrades (internal lighting),20,0,Capital Budget,Grid Electricity (transmission & distribution losses),unknown,0,Estimated,2020/21,Source: Energy Team
AGB,Argyll and Bute Council,2014,2015,project,177,Kilmory Castle/Nursery Biomass,20,734000,Prudential Borrowing,Gas oil,,58000,Estimated,2015/16,
AGB,Argyll and Bute Council,2014,2015,project,150,Electrical Demand Reduction (e.g. Lighting),20,,Capital Programme,Grid Electricity (generation),,,Estimated,2015/16,Capital Cost TBC
AGB,Argyll and Bute Council,2014,2015,project,150,Heating Demand Reduction (e.g. Controls),20,,Capital Programme,Gas oil,,,Estimated,2015/16,Capital Cost TBC
AGB,Argyll and Bute Council,2014,2015,project,58,Business Travel,20,,,Car - petrol (average),,,Estimated,2015/16,Costs absorbed
AGB,Argyll and Bute Council,2014,2015,project,21,Hermitage Primary School PV,20,72955,Prudential Borrowing,Grid Electricity (generation),,7658,Estimated,2015/16,
AGB,Argyll and Bute Council,2014,2015,project,21,Islay High School PV,20,74914,Prudential Borrowing,Grid Electricity (generation),,6856,Estimated,2015/16,
AGB,Argyll and Bute Council,2014,2015,project,20,Tobermory School PV,20,73547,Prudential Borrowing,Grid Electricity (generation),,7259,Estimated,2015/16,
AGB,Argyll and Bute Council,2014,2015,project,19,Tarbert School PV,20,67317,Prudential Borrowing,Grid Electricity (generation),,6800,Estimated,2015/16,
AGB,Argyll and Bute Council,2014,2015,project,15,Park Primary School PV,20,54938,Prudential Borrowing,Grid Electricity (generation),,5192,Estimated,2015/16,
AGB,Argyll and Bute Council,2014,2015,project,14,Inveraray Primary School,20,48445,Prudential Borrowing,Grid Electricity (generation),,4940,Estimated,2015/16,
AGB,Argyll and Bute Council,2015,2016,project,105,Hermitage Academy PV,20,240578,Prudential Borrowing,Grid Electricity ,1650,33130,Estimated,2017/18,Capital cost is a tender value; other costs apply (e.g. ecology surveys)
AGB,Argyll and Bute Council,2015,2016,project,103,Rothesay Joint Campus PV,20,215290,Prudential Borrowing,Grid Electricity ,1650,32574,Estimated,2017/18,Capital cost is a tender value; other costs apply (e.g. ecology surveys)
AGB,Argyll and Bute Council,2015,2016,project,44,Dunoon Grammar PV,20,111847,Prudential Borrowing,Grid Electricity ,950,14178,Estimated,2017/18,Capital cost is a tender value; other costs apply (e.g. ecology surveys)
AGB,Argyll and Bute Council,2015,2016,project,28,Aquilibrium Pool,15,225000,Capital Programme,Natural Gas,0,6950,Estimated,2017/18,Asset sustainability work with low carbon solutions
AGB,Argyll and Bute Council,2015,2016,project,21,Lochgilphead Joint Campus,20,58794,Prudential Borrowing,Grid Electricity ,450,7402,Estimated,2017/18,Capital cost is a tender value; other costs apply (e.g. ecology surveys)
AGB,Argyll and Bute Council,2015,2016,project,21,Oban Primary Campus PV,20,57451,Prudential Borrowing,Grid Electricity ,450,7402,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys)
AGB,Argyll and Bute Council,2015,2016,project,18,Various Sites (Lighting/Lamping),15,40000,Capital Programme,Grid Electricity ,0,3200,Estimated,2017/18,Asset sustainability work with low carbon solutions
AGB,Argyll and Bute Council,2015,2016,project,17,Ardrishaig Primary School PV,20,55254,CEEF/Revenue/Capital Contributions,Grid Electricity ,400,6227,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys)
AGB,Argyll and Bute Council,2015,2016,project,10,Parklands School PV,15,46000,Capital Programme,Natural Gas,0,2482,Estimated,2017/18,Asset sustainability work with low carbon solutions
AGB,Argyll and Bute Council,2015,2016,project,9,Southend Primary School PV,20,27285,CEEF/Revenue/Capital Contributions,Grid Electricity ,400,3213,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys)
AGB,Argyll and Bute Council,2016,2017,project,168,Tiree HS/PS (Biomass),20,161730,Prudential Borrowing,Grid Electricity ,,18648,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings
AGB,Argyll and Bute Council,2016,2017,project,157,Tobermory HS/PS (Biomass),20,181041,Prudential Borrowing,Grid Electricity ,,17437,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings
AGB,Argyll and Bute Council,2016,2017,project,98,Tarbert HS/PS (Biomass),20,213764,Prudential Borrowing,Gas Oil,,20045,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings
AGB,Argyll and Bute Council,2016,2017,project,71,Glencruitten Hostel (Biomass),20,135735,Prudential Borrowing,Gas Oil,,14473,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings
AGB,Argyll and Bute Council,2016,2017,project,64,Park PS (Biomass),20,145920,Prudential Borrowing,Gas Oil,,13262,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings
AGB,Argyll and Bute Council,2016,2017,project,47,Rosneath PS (Biomass),20,117577,Prudential Borrowing,Grid Electricity ,,4943,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings
AGB,Argyll and Bute Council,2016,2017,project,42,Kilcreggan PS (Biomass),20,136697,Prudential Borrowing,Gas Oil,,7490,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings
AGB,Argyll and Bute Council,2016,2017,project,40,Inveraray PS (Biomass),20,140278,Prudential Borrowing,Gas Oil,,7165,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings
AGB,Argyll and Bute Council,2016,2017,project,28,Ardrishaig PS (Biomass),20,116827,Prudential Borrowing,Gas Oil,,4225,Estimated,2017/18,Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings
AGB,Argyll and Bute Council,2016,2017,project,967,Street Lighting Energy Efficiency Project,25,3900000,Prudential Borrowing,Grid Electricity ,,423000,Estimated,2017/18,Projected savings are based on all lighting units being replaced at 2017 energy costs and CO2 carbon conversion figures
AGB,Argyll and Bute Council,2017,2018,project,1122,Street Lighting Energy Efficiency Project,25,3900000,Prudential Borrowing,Grid Electricity ,,423000,Estimated,2017/18,Projected savings are based on all lighting units  being replaced at 2017 energy costs and CO2 carbon conversion figures
AGB,Argyll and Bute Council,2017,2018,project,273,Lochgilphead Joint Campus (Biomass),20,161730,Prudential Borrowing,Grid Electricity ,,60468,Estimated,2018/19,"Capital cost is tender value; other costs apply (e.g. ecology surveys); operational costs reflected within cost savings; RHI factored into cost savings
"
AGB,Argyll and Bute Council,2017,2018,project,25,Kirn Primary School (Oil to Gas fuel conversion),20,0,Capital,Gas Oil,,2878,Estimated,2018/19,"Capital cost not available; component of larger development
"
AGB,Argyll and Bute Council,2017,2018,project,19,Dunclutha Childrens Home (oil to Gas fuel conversion),20,0,Capital,Gas Oil,,2207,Estimated,2018/19,Capital cost not available; component of larger development
AGB,Argyll and Bute Council,2017,2018,project,10,Castlehill Primary School; Lighting/Lamping,20,0,Capital,Grid Electricity ,,2000,Estimated,2018/19,Capital cost not available; component of larger development
AGB,Argyll and Bute Council,2017,2018,project,10,John Logie Baird Primary School; Lighting/Lamping,20,0,Capital,Grid Electricity ,,2000,Estimated,2018/19,Capital cost not available; component of larger development
AGB,Argyll and Bute Council,2017,2018,project,8,"Achaleven Primary School; improved Lighting/Lamping, Heating & Insulation",20,0,Capital,Grid Electricity ,,1600,Estimated,2018/19,Capital cost not available; component of larger development
AGB,Argyll and Bute Council,2017,2018,project,5,Glenbarr Primary School; improved insulation,20,0,Capital,Gas Oil,,750,Estimated,2018/19,Capital cost not available; component of larger development
AGB,Argyll and Bute Council,2017,2018,project,5,Dervaig Primary School; improved Lighting/Lamping & Heating,20,0,Capital,Grid Electricity ,,1000,Estimated,2018/19,Capital cost not available; component of larger development
AGB,Argyll and Bute Council,2017,2018,project,5,Tobermory Area Office; improved Lighting/Lamping & Heating,20,0,Capital,Grid Electricity ,,1000,Estimated,2018/19,Capital cost not available; component of larger development
AGB,Argyll and Bute Council,2018,2019,project,653,Street Lighting Energy Efficiency Project,25,3900000,Prudential Borrowing,Grid Electricity ,,423000,Estimated,2017/18,Projected savings are based on all lighting units being replaced at 2017 energy costs and CO2 carbon conversion figures; data is for whole project but carbon saving tonnage relates to 18/19 activity.
